,POI_namerating,price_corrected,rating,Total_bikes_1km
1158,Forum Cafe-3Gjzs,,4.0,80
1159,Ernie's Ice Cream-7Rqnv,,4.0,80
1160,Dijo's Pizza & Panzerotto-s6T57,1.0,2.5,80
1161,Devonshire Park-rFdNW,,5.0,80
1162,Dairy Queen Grill & Chill-bEirh,,2.5,80
1163,Dae Bak Bon Ga-oR5H6,2.0,3.0,80
1164,Coffee Bar-tsHr1,,2.0,80
1165,Chatime East Vancouver-dpm0w,2.0,3.0,80
1166,Carthage Café-Mu1pi,2.0,4.0,80
1167,Cannoli King Vancouver-uDcCE,,3.5,80
1168,Callister Park-62f1Q,,3.0,80
1169,Blowfish Sushi & Japanese Food-rjfqF,2.0,3.5,80
1170,Birds & the Beets-CDsgv,2.0,4.0,80
1171,Baci Restaurant-ayrlH,2.0,3.5,80
1172,Adanac Park-LBVCF,,3.0,80
1173,7-Eleven-JIQow,,2.0,80
1174,Victoria Chinese Restaurant-e-R4n,2.0,3.0,78
1175,Passione Gelato-s0INT,3.0,4.5,78
1176,Last Draw Lounge-4RaH8,1.0,4.0,78
1177,Gateau de Henry-nj3vY,,5.0,78
1178,Fufu Pancake Cafe-Dy7FN,,3.5,78
1179,Charleson Park-oCNy5,,4.5,78
1180,Carte Diem - Seize The Souvlaki-9dJ9w,,3.5,78
1181,Boston Pizza-Z8wd5,2.0,3.0,78
1182,Blue Parrot Organic Coffee-kYYmv,2.0,3.0,78
1183,A Taste of Vietnam-tPe5J,1.0,3.0,78
1184,Vera's Burger Shack-2a3sz,2.0,3.5,76
1185,Tractor-C8K5G,2.0,3.0,76
1186,Sunshine Diner-x63Nj,2.0,3.5,76
1187,Siwash Rock-UU4tQ,,4.5,76
1188,Pauline Johnson Monument-QwFLp,,4.0,76
1189,Nuba in Yaletown-0bfwN,2.0,4.0,76
1190,Lovers Walk Trail-TBcn1,,5.0,76
1191,Iki Japanese Restaurant-ROIiP,2.0,3.5,76
1192,Hollow Tree-7b4hR,,4.5,76
1193,Glory Juice-t6HuI,1.0,3.5,76
1194,Donair Dude-hQoFg,1.0,3.5,76
1195,Baroness-wHUqP,,4.5,76
1196,5 Spice Vietnamese Cuisine-gr0Fk,1.0,4.0,76
1197,Mister-33vTX,2.0,4.0,74
1198,Unni Pastries-21SGK,,4.5,72
1199,Tonkotsu Ramen Tsukiya-a-66o,,4.0,72
1200,Thu Hien Deli & Sandwich Shop-86_bl,1.0,4.0,72
1201,Take Five Cafe-idua0,1.0,4.0,72
1202,Panago Pizza-Ui8n6,2.0,3.5,72
1203,New Sam PO Meat & BBQ-ETMlT,1.0,4.0,72
1204,Mediterranean Specialty Foods-aDx0s,2.0,4.5,72
1205,Kokomo-HG5tl,,5.0,72
1206,Kitanoya Guu Garlic-WaD_w,,4.0,72
1207,Domino's Pizza-xQSs8,2.0,2.5,72
1208,Cobs Bread-6Yv84,1.0,4.0,72
1209,Steam Tea House-UpOe_,2.0,4.5,70
1210,Kita No Donburi-02cGv,2.0,3.5,70
1211,Elysian Coffee-b224L,2.0,4.0,70
1212,WA-2!-5a2XO,3.0,5.0,68
1213,Vancouver Seawall-XHJTd,,5.0,68
1214,The Narcissus-8nZI2,,4.5,68
1215,Stanley Park Pitch & Putt-Ghe36,,4.0,68
1216,Pane E Formaggio-Z2e_H,,4.0,68
1217,Notte's Bon Ton Pastry--vI6b,2.0,3.5,68
1218,McBride Park-P8VnA,,4.5,68
1219,Mali Thai Restaurant-_fNaz,2.0,3.0,68
1220,Jean Beaty Park-IWkUi,,4.0,68
1221,Hoy's Wonton House-sDbsU,1.0,2.5,68
1222,Donair Town Robson-E9OK8,1.0,4.5,68
1223,D'oro Gelato e Caffè-MOqk2,2.0,4.0,68
1224,Cafe Phin and Pho-cH37S,1.0,4.0,68
1225,BikeHike Adventures-sOejP,,5.0,68
1226,93 Coffee-fn-Xu,,5.0,68
1227,The Pie Hole | Vancouver-dGT1L,,3.5,66
1228,Tacofino-rr3fg,,3.5,66
1229,Sweet Revenge-xh8K-,2.0,3.5,66
1230,Helen's Grill-4krz_,1.0,3.5,66
1231,Frankie's Jazz Club-Qcobd,2.0,4.0,66
1232,Best Falafel-_3UwH,,3.5,66
1233,Tango's Meats-T3DU9,2.0,4.0,64
1234,Stock Market-ohlEN,1.0,4.0,64
1235,Slim's BBQ-ZEYEu,,3.5,64
1236,Simit Bakery Cafe-phdll,,4.5,64
1237,Shanghai Lu-gNd1_,2.0,2.5,64
1238,Popina Canteen-W52gn,,3.0,64
1239,Pizza Rubato Napoletana-gcJAI,,4.5,64
1240,PHO Q & M-LVrgM,,4.0,64
1241,Khaghan Restaurant-qnTcV,,3.5,64
1242,Kamei on Broadway-ziQqb,,4.0,64
1243,I Cafe-VBq1V,2.0,3.0,64
1244,Hi-Nippon Japanese Restaurant-jZPYy,2.0,3.5,64
1245,Granville Island Tea Company-UfNm7,2.0,4.5,64
1246,Gobble-B0Jlp,,4.0,64
1247,Elysian Coffee-hjRrS,2.0,4.0,64
1248,Cultivate Tea-yt2C0,2.0,4.5,64
1249,Church's Texas Chicken-eIjgo,1.0,3.0,64
1250,Bon Macaron Patisserie-2d3V0,2.0,4.5,64
1251,Bar Susu-0O5Vs,,4.0,64
1252,Backstage Lounge-Ajauv,2.0,3.0,64
1253,A La Mode-JfC4A,2.0,3.5,64
1254,The Paper Crane-Fkhns,1.0,4.0,62
1255,Nishi Sushi-6Wmhu,2.0,4.0,62
1256,Zawa-8uXqv,2.0,2.5,60
1257,The Mighty Oak-V8bM3,2.0,4.5,60
1258,Sushi Main-TRYXC,2.0,3.5,60
1259,Subway-BjPKA,2.0,4.0,60
1260,Parade of the Lost Souls-1RCJN,,4.5,60
1261,Greenhorn Cafe-RGCT7,2.0,4.0,60
1262,Dutch Wooden Shoe Cafe-5OCrB,2.0,3.5,60
1263,Vancouver City Hall-2Nqxk,,3.5,58
1264,Shebeen Whisky House-hS91N,2.0,4.0,58
1265,Relish Gastropub and Bar-Tty7X,2.0,3.5,58
1266,Prestons Restaurant + Lounge Vancouver-q_uDQ,2.0,3.0,58
1267,Hunnybee-foyFW,,3.5,58
1268,Honolulu Coffee-OjVRM,2.0,4.5,58
1269,Donair Dude Granville-cI5FP,1.0,4.0,58
1270,Yandoux Patisserie-2zeh8,1.0,3.5,56
1271,Urban Fare-NHuuL,2.0,3.0,56
1272,Tru Cafe-6EkU5,,5.0,56
1273,The Bubble Tea Shop-Iq3jX,,3.0,56
1274,Pho Quynh Express-6yfGh,,3.5,56
1275,Monument for East Vancouver-dNiSk,,4.0,56
1276,Granville Street Bridge-cQswy,,4.5,56
1277,Giancarlo's Sports Bar-vi9OG,1.0,5.0,56
1278,Cheesecake Etc-uBMU1,1.0,3.5,56
1279,Bon's Off Broadway-efyyF,1.0,3.5,56
1280,Truck Stop Cafe-gv3jG,,4.0,54
1281,Sushi Maro-ApjtI,2.0,3.5,54
1282,New Sun Restaurant-ovjum,1.0,3.5,54
1283,Hot Delivery Chinese Food-pQsTr,2.0,2.5,54
1284,Charisma Cafe & Dessert House-Ebu8V,1.0,4.0,54
1285,Burrard Bridge-KUDSL,,4.5,54
1286,Aussie Pie Guy-X2ID8,2.0,3.5,54
1287,The Belgian Chocolate Cafe-GzJXm,,4.0,52
1288,Subway-fExtj,1.0,1.5,52
1289,Quiznos-CseWc,,2.0,52
1290,Purdys Chocolatier-uxlH1,2.0,4.0,52
1291,Oceans 999-Q7DVB,3.0,3.5,52
1292,Minato Sushi Restaurant-bjRGb,2.0,3.0,52
1293,McDonald's-FEqXd,1.0,1.5,52
1294,Hanai-GdAij,,4.0,52
1295,D/6 Bar & Lounge-Gi947,3.0,3.5,52
1296,Cozen-Wvzy3,,4.5,52
1297,Chickpea Food Truck-KwFvq,2.0,4.0,52
1298,bb.q Chicken-qrexK,,4.0,50
1299,Jang Mo Jib-qqyVA,1.0,3.5,48
1300,Impostori Trattoria + Negroni Bar-pz_Ak,,5.0,48
1301,D'oro Gelato e Caffè-DmeNx,1.0,4.0,48
1302,Sushi Hub-sz2eL,2.0,4.0,44
1303,Simply Delicious Eatery & Lounge-Oi1o-,3.0,3.5,44
1304,Santa Barbara Market-CnNMv,2.0,4.0,44
1305,Park Drive-zSgaH,,3.0,44
1306,MeetRice Noodle-x6I8Y,,4.0,44
1307,Matchstick Coffee-a74gK,2.0,3.5,44
1308,Long's Noodle House-Hcw11,2.0,3.5,44
1309,Little Mountain Coffee-SBFhx,1.0,4.5,44
1310,Le Marché St. George-HbFkl,2.0,4.0,44
1311,Kung Fu Tea-SEtBt,,4.0,44
1312,Jasmine Halal Meats & Mediterranean Produce-UcQDB,2.0,3.5,44
1313,Ivy’s Kitchen Vietnamese Restaurant-EncNi,2.0,4.0,44
1314,Honeybrew-OjFTZ,2.0,4.0,44
1315,Haiyi Seafood Restaurant-CHW4_,2.0,3.5,44
1316,HOOD29-Q7vyW,2.0,2.5,44
1317,Egg & Co-u6VdF,2.0,4.0,44
1318,Continental Coffee-u2mD3,1.0,3.5,44
1319,Camosun Bog-ZzOTM,,5.0,44
1320,Cambie Vietnamese Restaurant-JbKGr,1.0,4.0,44
1321,COBS Bread-3Gr0u,2.0,3.5,44
1322,Bonjour Banh Mi-6WoGC,,4.5,44
1323,Bon Cafe-3eUMk,1.0,4.0,44
1324,Bingo Taco-fZqBv,,4.0,44
1325,Aperture Coffee Bar-KPL4X,,3.0,44
1326,Vera's Burger Shack-dI4C1,2.0,3.5,42
1327,Triple O's-BJjib,1.0,3.0,42
1328,TWB The Wine Bar-CPB1R,2.0,3.5,42
1329,Starbucks-j08f_,1.0,4.0,42
1330,Panne Rizo-Ru5ed,2.0,3.5,42
1331,Mr Japanese Curry-uZOaR,2.0,4.0,42
1332,Juliet's Café-xZSks,2.0,3.0,42
1333,Joyeaux Cafe & Restaurant-4KRfg,2.0,3.5,42
1334,Baggio Gelateria & Pizzaeria-psiDE,2.0,3.0,42
1335,Zoomak Korean Tavern-Z2727,,4.0,40
1336,ZamZam-w1wFd,,4.5,40
1337,Yi Fang-u_5ba,2.0,3.5,40
1338,YY Sushi-d1DWP,,4.0,40
1339,Viet Sub-DAvLt,1.0,4.0,40
1340,Vegan Pizza House-ij4oi,2.0,4.0,40
1341,Truong Thanh Vietnamese Restaurant-syK9I,1.0,3.5,40
1342,Trung Nguyen Cafe-XDpwQ,,4.0,40
1343,The Tipper Restaurant-YW50T,2.0,4.0,40
1344,The Lamplighter Public House-ViBoy,2.0,3.0,40
1345,Skewers Souvlaki Pita Bar-EYjSo,,4.5,40
1346,Sitar-Fijv7,2.0,3.5,40
1347,Shore to Shore-et2J8,,5.0,40
1348,Shiok Singapore Cuisine-I1SNU,2.0,4.0,40
1349,Ray Wong Insurance-q00k1,1.0,4.0,40
1350,Pür & Simple-kD-V4,,3.0,40
1351,Pho Thai Hang 2-BIUQc,1.0,3.5,40
1352,Pho Goodness-bAXv0,1.0,3.5,40
1353,Pho Duy-m4cYI,2.0,4.0,40
1354,Nukid Cafe-kW9yN,,4.0,40
1355,Nine O'Clock Gun--2iIU,,4.5,40
1356,My Chau Restaurant-q59-U,1.0,4.0,40
1357,Mui Ngo Gai-_Xa0L,1.0,4.0,40
1358,Moltaqa Moroccan Restaurant-5agBC,,4.0,40
1359,McDonald's-5l7nJ,1.0,2.0,40
1360,Maxim's Bakery-kbP0s,2.0,5.0,40
1361,Lord Byng Pool-ztc-i,,2.0,40
1362,Locarno Beach-Otxe4,,4.0,40
1363,Icy Bar-qyRAQ,2.0,3.0,40
1364,Hestia Kitchen Lab-LJgpn,,4.0,40
1365,Heather Park-yoCA7,,4.5,40
1366,Hazukido-JJxTo,,4.0,40
1367,Harry Jerome Monument-qxM40,,4.5,40
1368,Hallelujah Point-QIOIF,,4.0,40
1369,Green Lettuce Indian Style Chinese Restaurant-ytp2-,2.0,4.0,40
1370,Flower And Horse In Spring-xhkf4,2.0,3.5,40
1371,Feel City BBQ-fC7Ni,,3.5,40
1372,Famous Dosa Indian Grill & Thalapkatti Biryani House-pi7dQ,,2.0,40
1373,Euro Food Plus-eI6E8,2.0,3.5,40
1374,El Guapo-zUYE1,,4.0,40
1375,Dosa World-bPWEf,,4.0,40
1376,Digital Orca By Douglas Coupland-4g1e1,,4.5,40
1377,Deccan Chilli's-JqHqj,,3.5,40
1378,Deacon's Corner-zh1Fa,2.0,3.5,40
1379,Crab Hot Lau-sXqt4,2.0,4.0,40
1380,Coco Rico Cafe-a9P_J,2.0,3.5,40
1381,Chicken World-6Dm1N,,3.0,40
1382,Chehalis Monument - Celtic Cross--S55l,,5.0,40
1383,Cafe Villaggio-loH1n,1.0,3.5,40
1384,Cadeaux Bakery-IvUHI,2.0,4.0,40
1385,Brockton Point Lighthouse-Nj0Q4,,4.0,40
1386,Brockton Pavilion-8Ilxt,,3.0,40
1387,Breaking Bean-bvIDT,2.0,4.5,40
1388,BookKyung Ban Jeoum Korean-8mdGN,2.0,3.0,40
1389,Baja Racing-CLW-0,,4.0,40
1390,Ziplining Queen Elizabeth Park-Zkgix,,4.0,38
1391,ZUBU-ORz5f,,4.0,38
1392,White Spot Kerrisdale-XU4Dm,2.0,2.5,38
1393,Vegan Shoku Japanese Restaurant-xxhni,,5.0,38
1394,The American-PSoeq,2.0,3.5,38
1395,Sweet E's Pastries And Sweets-zRNC5,2.0,4.5,38
1396,Sushi time-RUOzh,,4.0,38
1397,Sushi Bar Ajisai-S6QRn,2.0,4.0,38
1398,Steve's Poké Bar-0wuDU,,4.0,38
1399,Starbucks-s86kH,2.0,3.0,38
1400,Southern Delicacy-lS9GS,,4.0,38
1401,Sip Bowl La Mian-VRIQw,2.0,3.5,38
1402,Shota Sushi and Grill-j3Y2J,,3.5,38
1403,Secret Garden Tea-nhZTm,2.0,3.5,38
1404,Prado Cafe-LOJGr,,4.5,38
1405,Polonia Sausage House-B87x5,1.0,4.5,38
1406,Pho Tan's Vietnamese Restaurant-zmYA1,2.0,3.5,38
1407,Perchance-XeI7t,,4.5,38
1408,Orange Corner-R4Ycm,1.0,2.5,38
1409,Nando's Peri-Peri-YDPyB,2.0,3.0,38
1410,Nana's Green Tea-yhlLj,2.0,4.0,38
1411,Moore's Bakery & Delicatessen-yCP29,1.0,4.0,38
1412,Miyako Sushi-HIR6i,2.0,2.5,38
1413,Minerva Restaurant-Ln24H,2.0,4.0,38
1414,Michele Cake Shop-paI2T,2.0,4.0,38
1415,Me + Crepe-rgruU,,4.0,38
1416,McDonald's-yA6b2,1.0,1.5,38
1417,Legato Tea and Coffee-cI8qA,2.0,4.5,38
1418,La Cuisson Cafe-OzgQE,2.0,3.5,38
1419,Kokoro Tokyo Mazesoba-aldkG,,4.0,38
1420,Khao Thai By Legato-0t0r4,,4.0,38
1421,Kerrisdale Nakamura-nTHNv,2.0,3.5,38
1422,KFC-8HRKV,1.0,2.0,38
1423,Jiu Jiang Japanese Restaurant-R-KPT,2.0,3.5,38
1424,Jess' Restaurant-GcC9O,3.0,4.0,38
1425,Irashai Sushi-vEqwW,2.0,3.0,38
1426,Honolulu Coffee-EoqXs,2.0,4.0,38
1427,Homeslice Cafe & Bakery-pFFfZ,,5.0,38
1428,Guu Davie-IyldN,,3.5,38
1429,Gram Cafe & Pancakes-t1FSj,,4.0,38
1430,Golftec-7EVn1,,5.0,38
1431,Golden Ocean Seafood Restaurant-IIQEp,2.0,3.5,38
1432,Fish Café-RR6KQ,2.0,3.5,38
1433,Faubourg-MpGtJ,2.0,3.5,38
1434,Donair Dude-VrpvS,,4.5,38
1435,Dairy Queen / Orange Julius-1YPW_,,4.5,38
1436,Cobs Bread-cEMnB,2.0,3.5,38
1437,Church's Texas Chicken-xzpPu,1.0,3.0,38
1438,China Lan Lanzhou Beef Noodle-LrpF_,2.0,4.0,38
1439,China Creek North Park-7kKHr,,4.0,38
1440,Chef Hung Taiwanese Beef Noodle-g43Z3,2.0,3.0,38
1441,ChaseTea-gThYL,,4.0,38
1442,Castella Cheese Tart-GjJYF,,4.5,38
1443,Caffe Artigiano-V_rZH,2.0,3.0,38
1444,Burrata Pizzeria-TUDO-,,4.0,38
1445,Bufala-q3reT,2.0,3.5,38
1446,Barra 41-sHoiD,2.0,4.0,38
1447,Baoguette Vietnamese Bistro-Xs0Ov,2.0,3.0,38
1448,Baan Wasana Thai Restaurant-jR5KX,2.0,3.5,38
1449,BBT Cafe-lNUEu,2.0,3.0,38
1450,Asa Sushi-qyVFb,2.0,3.0,38
1451,Adonia Tea House-eP5V-,2.0,3.5,38
1452,41 Noodle & Rice Pot House-EgAoY,2.0,4.0,38
1453,Trim & Healthy-D-J3i,,5.0,36
1454,Trafalgar Park-_dzyd,,5.0,36
1455,Tokyo Katsu-Sand-kljK-,,4.0,36
1456,Tim Horton-Y8ZoL,1.0,2.5,36
1457,Taqueria Tachingon-idJDD,,3.5,36
1458,Tamaly Shop-U4lzP,,4.5,36
1459,Subway-g3Yh8,,4.5,36
1460,Subway-U9C8z,2.0,1.5,36
1461,Subway-LdPw2,,5.0,36
1462,Starbucks-mFPuJ,2.0,4.0,36
1463,Red Card Sports Bar + Eatery-Yqp6V,2.0,3.0,36
1464,Quilchena Park-TMDzo,,3.0,36
1465,Quilchena Off-leash Dog Park-l6JWM,,4.5,36
1466,Prince of Wales Park-orF9d,,4.0,36
1467,Pallet Coffee Roasters-OyiEg,1.0,3.5,36
1468,Nectar's Coffee Shop-0VWql,1.0,4.0,36
1469,McDonald's-d6uZP,1.0,2.5,36
1470,Koi Ramen & Eatery-xfK9_,2.0,3.0,36
1471,Finest At Sea Seafood Boutique-kIdwy,2.0,3.0,36
1472,Donair Dude - Kitsilano-E0dEh,1.0,4.0,36
1473,Ca Croustille-Iufgn,,4.5,36
1474,Breakaway Adventures-vJPVo,,5.0,36
1475,Bayswater Tea Company-9yrZF,2.0,4.0,36
1476,Arbutus Village Park-K1ZOz,,5.0,36
1477,Arbutus Greenway-Yj3C9,,4.5,36
1478,Angus Park-gDZfw,,5.0,36
1479,Amato Gelato Cafe-uBrdX,2.0,3.5,36
1480,Aiyaohno Cafe-JoUEZ,,4.5,36
1481,Piast Bakery-iSENI,1.0,4.5,34
1482,Mount Pleasant Park--65-O,,5.0,34
1483,Kokomo-S4DFe,,4.0,34
1484,Chirpyhut Fried Chicken-AdlGy,,3.5,34
1485,ocean wise cafe-AiK2D,,4.0,32
1486,mizu sushi co.-6vWel,,5.0,32
1487,Zab Zaab Thai Cuisine-zSVlS,,4.0,32
1488,Whole Food Market-zp4aL,1.0,4.0,32
1489,Vancouver Best Cookies-eg_T4,,4.5,32
1490,Tractor-YH_jj,2.0,3.5,32
1491,The Basic-_mdM0,2.0,3.5,32
1492,Sushi Aboard-5rbWt,,3.5,32
1493,Shining Garden Restaurant-pdb8s,2.0,3.5,32
1494,Salsa & Agave Mexican Grill-pzPNq,2.0,3.5,32
1495,Pizzeria Grano-JpdBI,,4.5,32
1496,Paper Cone Desserts-aQHQh,,4.5,32
1497,OneZo Tapioca-KwkT0,,4.0,32
1498,Nikkyu Japanese Restaurant-jPvAu,2.0,2.5,32
1499,Morton Park-EGZAB,,4.5,32
1500,Matchstick-bR0Aw,1.0,4.0,32
1501,Marble Slab Creamery-pFBYJ,2.0,3.5,32
1502,Dairy Queen Grill & Chill-tpbj_,1.0,3.0,32
1503,Chicken World-hp3hh,,4.0,32
1504,Capo & The Spritz-NqNVJ,,3.5,32
1505,Bel Café - Kits-tyzaH,,4.0,32
1506,Aquarium Cafe-_HmEg,1.0,4.5,32
1507,Ajiya Sushi Bar-w7q3A,1.0,3.5,32
1508,Ah Long Sushi-gn6ws,,3.5,32
1509,Timbertrain Coffee Roasters-pXmP7,,4.0,30
1510,Sneaky Pete's Pool Cafe-g5e7K,,4.5,30
1511,Sazon Mexican Cuisine-5Va5J,,3.5,30
1512,Reggiano’s Pizza-hFre3,,4.0,30
1513,Kadoya Japanese Restaurant-eklI9,2.0,3.5,30
1514,Best Burrito-Nrmsd,1.0,3.5,30
1515,Rinconcito Salvadoreno Restaurant-_e56I,2.0,3.5,28
1516,Pizza Garden Commercial-bgzFQ,1.0,2.5,28
1517,Penang Bistro--aVcS,2.0,3.0,28
1518,Nene Chicken-I-LkX,,3.5,28
1519,Mean Poutine-llNNX,1.0,4.0,28
1520,LanaLou's-GHgCJ,1.0,3.5,28
1521,La Bise Bakery-Ibeje,,4.5,28
1522,Kojima Sushi-rcGTD,1.0,3.5,28
1523,Joe's Cafe Bar-KJ0Ao,1.0,3.5,28
1524,Holy Smoke-3zaU9,,4.5,28
1525,Good Sushi-EXImm,2.0,3.5,28
1526,Ganache Patisserie-Pi9WL,2.0,4.0,28
1527,Disco Cheetah-KBFdi,2.0,4.0,28
1528,Community Taps + Pizza-Y0gFX,,3.0,28
1529,Burger Crush-4AwQC,2.0,4.5,28
1530,Yardie Grabz-DJlPL,,5.0,26
1531,Uncle Abe's-ELb5M,,3.5,26
1532,Starbucks-35oGS,2.0,3.0,26
1533,S2 Cafe House-c5huG,1.0,3.5,26
1534,Papa’s Gourmet Pizza-7vqgq,1.0,4.0,26
1535,Niu Niu BBQ Restaurant-KPfH9,,2.0,26
1536,Mr Churro-GcePr,,5.0,26
1537,Momono Tea Shop-RkvDV,,4.5,26
1538,Liquids And Solids-djKcH,1.0,4.0,26
1539,Kam Wai Dim Sum-lXMls,1.0,4.0,26
1540,Hyde-k6HVe,2.0,3.5,26
1541,Forecast Coffee-wZELJ,,3.0,26
1542,COBS Bread-QUW0h,1.0,4.0,26
1543,Bean Around the World Coffees-rzCy8,1.0,3.5,26
1544,Astoria-klV8S,1.0,3.0,26
1545,Addah-QbvMa,,4.5,26
1546,101 Boba-68_Bm,,4.5,26
1547,Uno Gelato-yOToT,,4.5,24
1548,The Lido-JqTBm,2.0,3.5,24
1549,Cold Tea Restaurant-OwnL0,,3.5,22
1550,Carlino Restaurant-4vMUH,,3.5,22
1551,Cafe Il Nido-QPy2v,2.0,3.0,22
